UCIAMS_Number	Original_sample_name	Museum_Number	Other_ID	SampleType	d13C_permil	d13C_error	fraction_Modern	fraction_Modern_error	D14C_permil	D14C_error	14C_age_BP	14C_age_error	Original_data_sheet	Sample_Notes	UseSample	Other_Notes
223585	P23-35541 Sylvilagus Box 13 B-2 L4	LACMP23-35541		mammal	-21.4	0.1	0.0076	0.0004	-992.4	0.4	39220	460	Fox_Blois_SouthonOct07_19.xls	"These samples were duplicates of samples run 10/7/19. Note that UCIAMS-223585 is a new collagen preparation, while UCIAMS-223587 is a new combusted aliquot from UCIAMS-223521, run 10/7/19."		
223587	P23-40642 Spermophilus Box 14	LACMP23-40642		mammal	-20.3	0.1	0.036	0.0005	-964	0.5	26710	110	Fox_Blois_SouthonOct07_19.xls	"These samples were duplicates of samples run 10/7/19. Note that UCIAMS-223585 is a new collagen preparation, while UCIAMS-223587 is a new combusted aliquot from UCIAMS-223521, run 10/7/19."		
219982	P23 36005 Quercus doug. Box 1 B-2 L2	LACMP23-36005		plant			0.006	0.0006	-994	0.6	41060	750	Southon_Blois_GillJul08_19.xls			Quercus doug. Box 1 B-2 L2
219983	P23 36023 Malvaceae Box 1 B-2 L2	LACMP23-36023		plant			0.02	0.0006	-980	0.6	31420	230	Southon_Blois_GillJul08_19.xls			Malvaceae Box 1 B-2 L2
219984	P23 36043 Quercus doug.  Box 1 B-2 L6	LACMP23-36043		plant			0.003	0.0005	-997	0.5	46700	1400	Southon_Blois_GillJul08_19.xls			Quercus doug.  Box 1 B-2 L6
219985	P23 37514 Cupressaceae Box 1 B-1 L3	LACMP23-37514		plant			0.015	0.0005	-985	0.5	33720	290	Southon_Blois_GillJul08_19.xls			Cupressaceae Box 1 B-1 L3
219986	P23 39199 Ambrosia Box 14 B-2 L2	LACMP23-39199		plant			1.0022	0.002	2.2	2	Modern		Southon_Blois_GillJul08_19.xls	"Contemporary contaminants, introduced during or subsequent to the initial excavatiuon of the Box 14 block. The finite 14C age of the latter reflects increased exposure to fossil fuel CO2, due to a more polluted growth location or more recent growth, or perhaps both."		Ambrosia Box 14 B-2 L2
219987	P23 39206 Rosaceae Box 14 B-2 L3	LACMP23-39206		plant			0.0007	0.0005	-999.3	0.5	>51200		Southon_Blois_GillJul08_19.xls			Rosaceae Box 14 B-2 L3
219988	P23 39217 Themidaceae Box 14 B-2 L3	LACMP23-39217		plant			0.0002	0.0005	-999.8	0.5	>54000		Southon_Blois_GillJul08_19.xls			Themidaceae Box 14 B-2 L3
219989	P23 39241 Ferocactus Box 14 B-3 L5	LACMP23-39241		plant			-0.0002	-0.0005	-1000.2	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Ferocactus Box 14 B-3 L5
219990	P23 39264 Sisyrinchium Box 14 C-2 L4	LACMP23-39264		plant			0.001	0.0005	-999	0.5	>49900		Southon_Blois_GillJul08_19.xls			Sisyrinchium Box 14 C-2 L4
219992	P23 39268 Quercus Box 14 C-2 L4  .20mgC	LACMP23-39268		plant			0.0015	0.0006	-998.5	0.6	52000	3300	Southon_Blois_GillJul08_19.xls			Quercus Box 14 C-2 L4  .20mgC
219993	P23 39296 Berberis Box 14 C-3 L1	LACMP23-39296		plant			0	-0.0005	-1000	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Berberis Box 14 C-3 L1
219994	P23 39398 Arctostaph. Box 14 C-3 L4	LACMP23-39398		plant			0.0004	0.0005	-999.6	0.5	>52800		Southon_Blois_GillJul08_19.xls			Arctostaph. Box 14 C-3 L4
219995	P23 39458 Platanus rac. Box 14 D-2 L8	LACMP23-39458		plant			0.9674	0.0018	-32.6	1.8	265	20	Southon_Blois_GillJul08_19.xls	"Contemporary contaminants, introduced during or subsequent to the initial excavatiuon of the Box 14 block. The finite 14C age of the latter reflects increased exposure to fossil fuel CO2, due to a more polluted growth location or more recent growth, or perhaps both."		Platanus rac. Box 14 D-2 L8
219996	P23 39471 Plantae Box 14 D-3 L7	LACMP23-39471		plant			0.0221	0.0005	-977.9	0.5	30630	200	Southon_Blois_GillJul08_19.xls			Plantae Box 14 D-3 L7
219997	P23 39506 Polygonum Box 14 B-2 L4	LACMP23-39506		plant			-0.0001	-0.0005	-1000.1	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Polygonum Box 14 B-2 L4
219998	P23 39512 Arctostaph. Box 14 B-2 L2	LACMP23-39512		plant			-0.0002	-0.0005	-1000.2	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Arctostaph. Box 14 B-2 L2
219999	P23 39513 Juniperus Box 14 B-2 L5	LACMP23-39513		plant			0.0281	0.0006	-971.9	0.6	28700	180	Southon_Blois_GillJul08_19.xls			Juniperus Box 14 B-2 L5
220000	P23 39514 Plantae Box 14 B-2 L5	LACMP23-39514		plant			0.0099	0.0005	-990.1	0.5	37050	440	Southon_Blois_GillJul08_19.xls			Plantae Box 14 B-2 L5
220001	P23 39515 Juniperus cal. Box 14 B-3 L5	LACMP23-39515		plant			-0.0004	-0.0005	-1000.4	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Juniperus cal. Box 14 B-3 L5
220004	P23 39516 Juniperus cal. Box 14 C-3 L2	LACMP23-39516		plant			-0.0007	-0.0005	-1000.7	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Juniperus cal. Box 14 C-3 L2
220005	P23 39517 Juniperus Box 14 C-3 L2	LACMP23-39517		plant			0	0.0005	-1000	0.5	>55500		Southon_Blois_GillJul08_19.xls			Juniperus Box 14 C-3 L2
220006	P23 39518 Juniperus cal. Box 14 D-3 L4	LACMP23-39518		plant			-0.0003	-0.0005	-1000.3	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Juniperus cal. Box 14 D-3 L4
220007	P23 39519 Quercus Box 14 D-3 L3	LACMP23-39519		plant			0.0002	0.0006	-999.8	0.6	>52800		Southon_Blois_GillJul08_19.xls			Quercus Box 14 D-3 L3
220008	P23 39520 Juniperus Box 14 C-2 L5	LACMP23-39520		plant			-0.0005	-0.0005	-1000.5	-0.5	>55500		Southon_Blois_GillJul08_19.xls			Juniperus Box 14 C-2 L5
220009	P23 39521 Betulaceae Box 1 A-1 L1	LACMP23-39521		plant			0.016	0.0005	-984	0.5	33230	270	Southon_Blois_GillJul08_19.xls			Betulaceae Box 1 A-1 L1
225199	P23 41950 Xanthium Box 13 A-3 L 1	LACMP23-41950		plant			0.0169	0.0003	-983.1	0.3	32770	170	Southon_Blois_GillNov20_19.xls			Xanthium Box 13 A-3 L 1
225200	P23 42132 Juniperus Box 13 A-3 L 1	LACMP23-42132		plant			0.0404	0.0004	-959.6	0.4	25770	80	Southon_Blois_GillNov20_19.xls			Juniperus Box 13 A-3 L 1
225201	P23 42133 Juniperus cal. Box 13 A-3 L 2	LACMP23-42133		plant	-20.4	0.1	0.0417	0.0004	-958.3	0.4	25530	70	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 A-3 L 2
225202	P23 41972 Berberis Box 13 A-3 L 3	LACMP23-41972		plant			0.0738	0.0005	-926.2	0.5	20940	60	Southon_Blois_GillNov20_19.xls			Berberis Box 13 A-3 L 3
225203	P23 42134 Juniperus cal. Box 13 A-3 L 3	LACMP23-42134		plant	-21.6	0.1	0.0043	0.0003	-995.7	0.3	43800	600	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 A-3 L 3
225204	P23 41981 Quercus du. Box 13 A-3 L 4	LACMP23-41981		plant	-23.1	0.1	0.0013	0.0003	-998.7	0.3	53600	2000	Southon_Blois_GillNov20_19.xls	completely charred 		Quercus du. Box 13 A-3 L 4
225205	P23 41984 Quercus lob. Box 13 A-3 L 4	LACMP23-41984		plant			0.0025	0.0003	-997.5	0.3	48100	1000	Southon_Blois_GillNov20_19.xls	appeared to have been at least scorched.		Quercus lob. Box 13 A-3 L 4
225206	P23 41998 Quercus du. Box 13 B-2 L 1	LACMP23-41998		plant	-17.9	0.1	0.0431	0.0004	-956.9	0.4	25250	70	Southon_Blois_GillNov20_19.xls			Quercus du. Box 13 B-2 L 1
225207	P23 42135 Juniperus cal. Box 13 B-2 L 1	LACMP23-42135		plant	-17	0.1	0.0723	0.0005	-927.7	0.5	21110	60	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 B-2 L 1
225208	P23 42010 Xanthium Box 13 B-2 L 2	LACMP23-42010		plant	-24.5	0.1	0.0154	0.0003	-984.6	0.3	33510	180	Southon_Blois_GillNov20_19.xls			Xanthium Box 13 B-2 L 2
225209	P23 42136 Juniperus cal. Box 13 B-2 L 2	LACMP23-42136		plant	-18	0.1	0.0623	0.0004	-937.7	0.4	22300	50	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 B-2 L 2
225210	P23 42137 Juniperus cal. Box 13 B-2 L 3	LACMP23-42137		plant	-19.7	0.1	0.0046	0.0003	-995.4	0.3	43150	560	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 B-2 L 3
225211	P23 42027 Arctostaphylos Box 13 B-2 L 4	LACMP23-42027		plant	-21	0.1	0.0165	0.0003	-983.5	0.3	32970	170	Southon_Blois_GillNov20_19.xls			Arctostaphylos Box 13 B-2 L 4
225212	P23 42139 Juniperus cal. Box 13 B-3 L 1	LACMP23-42139		plant	-20.8	0.1	0.0426	0.0004	-957.4	0.4	25350	70	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 B-3 L 1
225213	P23 42140 Xanthium Box 13 B-3 L 2	LACMP23-42140		plant	-23.1	0.1	0.0002	0.0003	-999.8	0.3	>57300		Southon_Blois_GillNov20_19.xls			Xanthium Box 13 B-3 L 2
225214	P23 42141 Juniperus cal. Box 13 B-3 L 3	LACMP23-42141		plant	-19.1	0.1	0.0629	0.0004	-937.1	0.4	22230	60	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 13 B-3 L 3
225215	P23 42142 Ambrosia Box 13 B-3 L 3	LACMP23-42142		plant	-21.7	0.1	0.0002	0.0003	-999.8	0.3	>57300		Southon_Blois_GillNov20_19.xls	completely charred 		Ambrosia Box 13 B-3 L 3
225216	P23 42076 Arctostaphylos Box 13 B-3 L 4	LACMP23-42076		plant	-22.1	0.1	0.0157	0.0003	-984.3	0.3	33390	180	Southon_Blois_GillNov20_19.xls			Arctostaphylos Box 13 B-3 L 4
225221	P23 39723 Quercus chry. Box 7B A-2 L 1	LACMP23-39723		plant	-21.9	0.1	0.0163	0.0003	-983.7	0.3	33070	170	Southon_Blois_GillNov20_19.xls			Quercus chry. Box 7B A-2 L 1
225222	P23 42080 Juniperus cal. Box 7B A-2 L 1	LACMP23-42080		plant			0.0008	0.0003	-999.2	0.3	57500	3200	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 7B A-2 L 1
225223	P23 39754 Xanthium Box 7B A-2 L 3	LACMP23-39754		plant	-20.1	0.1	0.0003	0.0003	-999.7	0.3	>56300		Southon_Blois_GillNov20_19.xls			Xanthium Box 7B A-2 L 3
225224	P23 42081 Purshia Box 7B A-2 L 3	LACMP23-42081		plant	-20.4	0.1	0	-0.0003	-1000	-0.3	>59600		Southon_Blois_GillNov20_19.xls			Purshia Box 7B A-2 L 3
225225	P23 42083 Xanthium Box 7B A-3 L 4	LACMP23-42083		plant	-23.2	0.1	-0.0001	-0.0003	-1000.1	-0.3	>59600		Southon_Blois_GillNov20_19.xls			Xanthium Box 7B A-3 L 4
225226	P23 42084 Juniperus cal. Box 7B B-1 L 5	LACMP23-42084		plant	-19.9	0.1	0.0002	0.0003	-999.8	0.3	>57300		Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 7B B-1 L 5
225227	P23 42085 Juniperus cal. Box 7B B-2 L 1	LACMP23-42085		plant	-18.3	0.1	0.001	0.0003	-999	0.3	55300	2500	Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 7B B-2 L 1
225228	P23 42086 Juniperus cal. Box 7B B-2 L 3	LACMP23-42086		plant	-20.4	0.1	-0.0002	-0.0003	-1000.2	-0.3	>59600		Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 7B B-2 L 3
225229	P23 42087 Juniperus. Box 7B B-2 L 3	LACMP23-42087		plant			0.0007	0.0003	-999.3	0.3	58900	3900	Southon_Blois_GillNov20_19.xls			Juniperus. Box 7B B-2 L 3
225230	P23 42088 Macrocarpa Box 7B B-2 L 3	LACMP23-42088		plant	-21.8	0.1	0.0002	0.0003	-999.8	0.3	>57300		Southon_Blois_GillNov20_19.xls			Macrocarpa Box 7B B-2 L 3
225231	P23 42089 Macrocarpa Box 7B B-2 L 5	LACMP23-42089		plant	-21.8	0.1	0.0004	0.0003	-999.6	0.3	>55500		Southon_Blois_GillNov20_19.xls	appeared to have been at least scorched.		Macrocarpa Box 7B B-2 L 5
225232	P23 42090 Juniperus cal. Box 7B B-2 L 6	LACMP23-42090		plant	-21.5	0.1	0.0002	0.0003	-999.8	0.3	>57300		Southon_Blois_GillNov20_19.xls			Juniperus cal. Box 7B B-2 L 6
225233	P23 42091 Juniperus. Box 7B B-2 L 6 .088mgC	LACMP23-42091		plant			0.0064	0.0012	-993.6	1.2	40500	1400	Southon_Blois_GillNov20_19.xls			Juniperus. Box 7B B-2 L 6 .088mgC
